rm_item_desc;date;amount_rs_crore;prompts_time_1;sequence
RM2.1.1) RBI's Claims on - Government (net);6/12/2009;68873.92;6/12/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;6/12/2009;68821.26;6/12/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/12/2009;12940.55;6/12/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/12/2009;420;6/12/2009;1159
RM2.2) Net foreign exchange assets of RBI ;6/12/2009;1245095.08;6/12/2009;1163
RM2.4) Net non-monetary liabilities of RBI ;10/8/2010;329304.44;10/8/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/8/2010;1325.38;10/8/2010;1162
RM1) Reserve Money (Liabilities/Components) ;10/8/2010;1164398.384;10/8/2010;1154
RM1.1) Currency in circulation -Total ;8/27/2010;856866.72;8/27/2010;1150
RM1.1) Currency in circulation -Total ;6/11/2010;864269.42;6/11/2010;1150
RM1.3) Bankers' deposits with RBI ;6/11/2010;320873.84;6/11/2010;1153
RM1.2) `Other' deposits with RBI ;6/11/2010;3693.4841;6/11/2010;1152
RM2.1.1) RBI's Claims on - Government (net);6/11/2010;244693.64;6/11/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;6/11/2010;244734.97;6/11/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/11/2010;4055.19;6/11/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/11/2010;2641.68;6/11/2010;1159
RM2.2) Net foreign exchange assets of RBI ;6/11/2010;1248957.714;6/11/2010;1163
RM2.3) Govt't currency liabilities to the public ;6/11/2010;11507.87;6/11/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;6/11/2010;320377.66;6/11/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/11/2010;1413.51;6/11/2010;1162
RM1) Reserve Money (Liabilities/Components) ;6/11/2010;1188836.744;6/11/2010;1154
RM1.3) Bankers' deposits with RBI ;8/27/2010;314920.72;8/27/2010;1153
RM1.2) `Other' deposits with RBI ;8/27/2010;3980.4841;8/27/2010;1152
RM2.1.1) RBI's Claims on - Government (net);8/27/2010;207611.02;8/27/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/27/2010;207291.29;8/27/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/27/2010;2220.14;8/27/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/27/2010;894.76;8/27/2010;1159
RM2.2) Net foreign exchange assets of RBI ;8/27/2010;1293374.814;8/27/2010;1163
RM2.3) Govt't currency liabilities to the public ;8/27/2010;11886.29;8/27/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;8/27/2010;339324.33;8/27/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/27/2010;1325.38;8/27/2010;1162
RM1) Reserve Money (Liabilities/Components) ;8/27/2010;1175767.924;8/27/2010;1154
RM2.3) Govt't currency liabilities to the public ;6/12/2009;10211.6;6/12/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;6/12/2009;369633.43;6/12/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/12/2009;12520.55;6/12/2009;1162
RM1) Reserve Money (Liabilities/Components) ;6/12/2009;967487.7002;6/12/2009;1154
RM1.1) Currency in circulation -Total ;7/24/2009;708993.11;7/24/2009;1150
RM1.3) Bankers' deposits with RBI ;7/24/2009;228582.63;7/24/2009;1153
RM1.2) `Other' deposits with RBI ;7/24/2009;4755.6602;7/24/2009;1152
RM2.1.1) RBI's Claims on - Government (net);7/24/2009;39583.98;7/24/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/24/2009;39543.33;7/24/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/24/2009;11879.85;7/24/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/24/2009;296;7/24/2009;1159
RM2.2) Net foreign exchange assets of RBI ;7/24/2009;1289808.3;7/24/2009;1163
RM2.3) Govt't currency liabilities to the public ;7/24/2009;10308.17;7/24/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;7/24/2009;409248.93;7/24/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/24/2009;11583.85;7/24/2009;1162
RM1) Reserve Money (Liabilities/Components) ;7/24/2009;942331.4002;7/24/2009;1154
RM1.1) Currency in circulation -Total ;12/17/2010;913202.12;12/17/2010;1150
RM1.3) Bankers' deposits with RBI ;12/17/2010;326439.26;12/17/2010;1153
RM1.2) `Other' deposits with RBI ;12/17/2010;3343.9542;12/17/2010;1152
RM2.1.1) RBI's Claims on - Government (net);12/17/2010;270795.12;12/17/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;12/17/2010;270929.69;12/17/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/17/2010;5916.139;12/17/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/17/2010;4290.51;12/17/2010;1159
RM2.2) Net foreign exchange assets of RBI ;12/17/2010;1307848.974;12/17/2010;1163
RM2.3) Govt't currency liabilities to the public ;12/17/2010;12253.71;12/17/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;12/17/2010;353828.63;12/17/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/17/2010;1625.629;12/17/2010;1162
RM1) Reserve Money (Liabilities/Components) ;12/17/2010;1242985.334;12/17/2010;1154
RM1.1) Currency in circulation -Total ;1/7/2011;916432.31;1/7/2011;1150
RM1.3) Bankers' deposits with RBI ;1/7/2011;330292.92;1/7/2011;1153
RM1.2) `Other' deposits with RBI ;1/7/2011;3080.8542;1/7/2011;1152
RM2.1.1) RBI's Claims on - Government (net);1/7/2011;271509.11;1/7/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;1/7/2011;271550.46;1/7/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/7/2011;5342.14;1/7/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/7/2011;3963.51;1/7/2011;1159
RM2.2) Net foreign exchange assets of RBI ;1/7/2011;1302114.794;1/7/2011;1163
RM2.3) Govt't currency liabilities to the public ;1/7/2011;12373.42;1/7/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;1/7/2011;341533.37;1/7/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/7/2011;1378.63;1/7/2011;1162
RM1) Reserve Money (Liabilities/Components) ;1/7/2011;1249806.084;1/7/2011;1154
RM1.1) Currency in circulation -Total ;3/18/2011;957647.59;3/18/2011;1150
RM1.3) Bankers' deposits with RBI ;3/18/2011;359308.71;3/18/2011;1153
RM1.2) `Other' deposits with RBI ;3/18/2011;3207.4574;3/18/2011;1152
RM2.1.1) RBI's Claims on - Government (net);3/18/2011;342212.49;3/18/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;3/18/2011;341731.13;3/18/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/18/2011;8882.79;3/18/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/18/2011;7312.41;3/18/2011;1159
RM2.2) Net foreign exchange assets of RBI ;3/18/2011;1335387.167;3/18/2011;1163
RM2.3) Govt't currency liabilities to the public ;3/18/2011;12585.86;3/18/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;3/18/2011;378904.56;3/18/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/18/2011;1570.38;3/18/2011;1162
RM1) Reserve Money (Liabilities/Components) ;3/18/2011;1320163.757;3/18/2011;1154
RM1.1) Currency in circulation -Total ;4/1/2011;946452.3502;4/1/2011;1150
RM1.3) Bankers' deposits with RBI ;4/1/2011;427405.24;4/1/2011;1153
RM1.2) `Other' deposits with RBI ;4/1/2011;3894.9;4/1/2011;1152
RM2.1.1) RBI's Claims on - Government (net);4/1/2011;396367.95;4/1/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;4/1/2011;395800.62;4/1/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/1/2011;7323.53;4/1/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/1/2011;5159.25;4/1/2011;1159
RM2.2) Net foreign exchange assets of RBI ;4/1/2011;1331646.04;4/1/2011;1163
RM2.3) Govt't currency liabilities to the public ;4/1/2011;12724.34019;4/1/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;4/1/2011;370309.35;4/1/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/1/2011;2164.28;4/1/2011;1162
RM1) Reserve Money (Liabilities/Components) ;4/1/2011;1377752.49;4/1/2011;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/26/2010;6278.24;11/26/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/26/2010;4652.61;11/26/2010;1159
RM2.2) Net foreign exchange assets of RBI ;11/26/2010;1310918.984;11/26/2010;1163
RM2.3) Govt't currency liabilities to the public ;11/26/2010;12253.71;11/26/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;11/26/2010;357351.46;11/26/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/26/2010;1625.63;11/26/2010;1162
RM1) Reserve Money (Liabilities/Components) ;11/26/2010;1236590.754;11/26/2010;1154
RM1.1) Currency in circulation -Total ;3/19/2010;802382.22;3/19/2010;1150
RM1.3) Bankers' deposits with RBI ;3/19/2010;299410;3/19/2010;1153
RM1.3) Bankers' deposits with RBI ;7/27/2007;244816.03;7/27/2007;1153
RM1.2) `Other' deposits with RBI ;7/27/2007;5834.1973;7/27/2007;1152
RM2.1.1) RBI's Claims on - Government (net);7/27/2007;9177.37;7/27/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/27/2007;8152.23;7/27/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/27/2007;1393.28;7/27/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/27/2007;10;7/27/2007;1159
RM2.2) Net foreign exchange assets of RBI ;7/27/2007;910493.3073;7/27/2007;1163
RM2.3) Govt't currency liabilities to the public ;7/27/2007;8490.31;7/27/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;7/27/2007;169235.9;7/27/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/27/2007;1383.28;7/27/2007;1162
RM1) Reserve Money (Liabilities/Components) ;7/27/2007;760318.3773;7/27/2007;1154
RM1.1) Currency in circulation -Total ;8/3/2007;509645.47;8/3/2007;1150
RM1.3) Bankers' deposits with RBI ;8/3/2007;252044.63;8/3/2007;1153
RM1.2) `Other' deposits with RBI ;8/3/2007;16048.7173;8/3/2007;1152
RM2.1.1) RBI's Claims on - Government (net);8/3/2007;15827.28;8/3/2007;1156
RM1.1) Currency in circulation -Total ;7/25/2008;619817;7/25/2008;1150
RM1.3) Bankers' deposits with RBI ;7/25/2008;346104.09;7/25/2008;1153
RM1.2) `Other' deposits with RBI ;7/25/2008;4980.8193;7/25/2008;1152
RM2.1.1) RBI's Claims on - Government (net);7/25/2008;-43888.53;7/25/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/25/2008;-43847.21;7/25/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/25/2008;7064.14;7/25/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/25/2008;5586.59;7/25/2008;1159
RM2.2) Net foreign exchange assets of RBI ;7/25/2008;1293202.939;7/25/2008;1163
RM2.3) Govt't currency liabilities to the public ;7/25/2008;9513.27;7/25/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;7/25/2008;294989.91;7/25/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/25/2008;1477.55;7/25/2008;1162
RM1) Reserve Money (Liabilities/Components) ;7/25/2008;970901.9093;7/25/2008;1154
RM1.1) Currency in circulation -Total ;8/1/2008;614660.88;8/1/2008;1150
RM1.3) Bankers' deposits with RBI ;8/1/2008;323135.93;8/1/2008;1153
RM1.2) `Other' deposits with RBI ;8/1/2008;5050.8793;8/1/2008;1152
RM2.1.1) RBI's Claims on - Government (net);8/1/2008;-76573.44;8/1/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/1/2008;-76532.11;8/1/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/1/2008;3670.63;8/1/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/1/2008;2289.98;8/1/2008;1159
RM2.2) Net foreign exchange assets of RBI ;8/1/2008;1292170.869;8/1/2008;1163
RM2.3) Govt't currency liabilities to the public ;8/1/2008;9513.27;8/1/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;8/1/2008;285933.67;8/1/2008;1165
RM1) Reserve Money (Liabilities/Components) ;9/14/2007;753160.0273;9/14/2007;1154
RM1.1) Currency in circulation -Total ;9/21/2007;510902.52;9/21/2007;1150
RM1.3) Bankers' deposits with RBI ;9/21/2007;224347.28;9/21/2007;1153
RM1.2) `Other' deposits with RBI ;9/21/2007;5312.9173;9/21/2007;1152
RM2.1.1) RBI's Claims on - Government (net);9/21/2007;-78984.84;9/21/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/21/2007;-79438.63;9/21/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/21/2007;1568.28;9/21/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/21/2007;185;9/21/2007;1159
RM2.2) Net foreign exchange assets of RBI ;9/21/2007;939484.7573;9/21/2007;1163
RM2.3) Govt't currency liabilities to the public ;9/21/2007;8615.12;9/21/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;9/21/2007;130120.63;9/21/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/21/2007;1383.28;9/21/2007;1162
RM1) Reserve Money (Liabilities/Components) ;9/21/2007;740562.7173;9/21/2007;1154
RM1.1) Currency in circulation -Total ;9/28/2007;507667.41;9/28/2007;1150
RM1.3) Bankers' deposits with RBI ;9/28/2007;267959.35;9/28/2007;1153
RM1.2) `Other' deposits with RBI ;9/28/2007;5553.6901;9/28/2007;1152
RM2.1.1) RBI's Claims on - Government (net);9/28/2007;-74425.78;9/28/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/28/2007;-75277.3;9/28/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/28/2007;1466.28;9/28/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/28/2007;83;9/28/2007;1159
RM2.2) Net foreign exchange assets of RBI ;9/28/2007;982839.9801;9/28/2007;1163
RM2.3) Govt't currency liabilities to the public ;9/28/2007;8680.33;9/28/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;9/28/2007;137380.33;9/28/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/28/2007;1383.28;9/28/2007;1162
RM1) Reserve Money (Liabilities/Components) ;9/28/2007;781180.4501;9/28/2007;1154
RM1.1) Currency in circulation -Total ;10/5/2007;512544.15;10/5/2007;1150
RM1.3) Bankers' deposits with RBI ;10/5/2007;223688.08;10/5/2007;1153
RM1.2) `Other' deposits with RBI ;10/5/2007;5238.8501;10/5/2007;1152
RM2.1.1) RBI's Claims on - Government (net);10/5/2007;-134974.48;10/5/2007;1156
RM1.1) Currency in circulation -Total ;8/15/2008;620139.86;8/15/2008;1150
RM1.3) Bankers' deposits with RBI ;8/15/2008;335543.26;8/15/2008;1153
RM1.2) `Other' deposits with RBI ;8/15/2008;4934.9993;8/15/2008;1152
RM2.1.1) RBI's Claims on - Government (net);8/15/2008;-74108.72;8/15/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/15/2008;-74067.4;8/15/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/15/2008;6983.94;8/15/2008;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/18/2009;8552.27;9/18/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/18/2009;0;9/18/2009;1159
RM1.1) Currency in circulation -Total ;4/16/2010;827268.68;4/16/2010;1150
RM1.3) Bankers' deposits with RBI ;4/16/2010;302580.86;4/16/2010;1153
RM1.2) `Other' deposits with RBI ;4/16/2010;3832.0109;4/16/2010;1152
RM2.1.1) RBI's Claims on - Government (net);4/16/2010;197543.69;4/16/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;4/16/2010;197425.61;4/16/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/16/2010;1328.01;4/16/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/16/2010;0;4/16/2010;1159
RM2.2) Net foreign exchange assets of RBI ;4/16/2010;1219849.241;4/16/2010;1163
RM2.3) Govt't currency liabilities to the public ;4/16/2010;11269.69;4/16/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;4/16/2010;296309.09;4/16/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/16/2010;1328.01;4/16/2010;1162
RM1) Reserve Money (Liabilities/Components) ;4/16/2010;1133681.551;4/16/2010;1154
RM1.1) Currency in circulation -Total ;12/3/2010;903307.23;12/3/2010;1150
RM1.3) Bankers' deposits with RBI ;12/3/2010;321570.07;12/3/2010;1153
RM1.2) `Other' deposits with RBI ;12/3/2010;4259.1341;12/3/2010;1152
RM2.1.1) RBI's Claims on - Government (net);12/3/2010;256017.63;12/3/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;12/3/2010;256058.98;12/3/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/3/2010;5082.239;12/3/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/3/2010;3456.61;12/3/2010;1159
RM2.2) Net foreign exchange assets of RBI ;12/3/2010;1307919.195;12/3/2010;1163
RM2.3) Govt't currency liabilities to the public ;12/3/2010;12253.71;12/3/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;12/3/2010;352136.36;12/3/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/3/2010;1625.629;12/3/2010;1162
RM1) Reserve Money (Liabilities/Components) ;12/3/2010;1229136.434;12/3/2010;1154
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/1/2008;1380.65;8/1/2008;1162
RM1) Reserve Money (Liabilities/Components) ;8/1/2008;942847.6893;8/1/2008;1154
RM1.1) Currency in circulation -Total ;8/8/2008;619111;8/8/2008;1150
RM1.3) Bankers' deposits with RBI ;8/8/2008;343408.26;8/8/2008;1153
RM1.2) `Other' deposits with RBI ;8/8/2008;5013.4293;8/8/2008;1152
RM2.1.1) RBI's Claims on - Government (net);8/8/2008;-52995.62;8/8/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/8/2008;-52954.27;8/8/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/8/2008;6114;8/8/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/8/2008;4625.32;8/8/2008;1159
RM2.2) Net foreign exchange assets of RBI ;8/8/2008;1264130.079;8/8/2008;1163
RM2.3) Govt't currency liabilities to the public ;8/8/2008;9513.27;8/8/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;8/8/2008;259229.06;8/8/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/8/2008;1488.68;8/8/2008;1162
RM1) Reserve Money (Liabilities/Components) ;8/8/2008;967532.6893;8/8/2008;1154
RM1.1) Currency in circulation -Total ;10/7/2011;992908.5977;10/7/2011;1150
RM1.3) Bankers' deposits with RBI ;10/7/2011;345811.99;10/7/2011;1153
RM1.2) `Other' deposits with RBI ;10/7/2011;2339.296;10/7/2011;1152
RM2.1.1) RBI's Claims on - Government (net);10/7/2011;342125.1761;10/7/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;10/7/2011;342007.0561;10/7/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/7/2011;4650.9;10/7/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/7/2011;3328.16;10/7/2011;1159
RM2.2) Net foreign exchange assets of RBI ;10/7/2011;1500659.046;10/7/2011;1163
RM2.3) Govt't currency liabilities to the public ;10/7/2011;12480.9277;10/7/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;10/7/2011;518856.17;10/7/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/7/2011;1322.74;10/7/2011;1162
RM1) Reserve Money (Liabilities/Components) ;10/7/2011;1341059.884;10/7/2011;1154
RM1.1) Currency in circulation -Total ;10/21/2011;996821.9773;10/21/2011;1150
RM1.3) Bankers' deposits with RBI ;10/21/2011;390680.14;10/21/2011;1153
RM1.2) `Other' deposits with RBI ;10/21/2011;1142.3522;10/21/2011;1152
RM2.1.1) RBI's Claims on - Government (net);10/21/2011;394736.6894;10/21/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;10/21/2011;394345.7994;10/21/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/21/2011;2979.81;10/21/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/21/2011;1101.82;10/21/2011;1159
RM2.2) Net foreign exchange assets of RBI ;10/21/2011;1556705.292;10/21/2011;1163
RM2.3) Govt't currency liabilities to the public ;10/21/2011;12783.6273;10/21/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;10/21/2011;578560.95;10/21/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/21/2011;1877.99;10/21/2011;1162
RM1) Reserve Money (Liabilities/Components) ;10/21/2011;1388644.47;10/21/2011;1154
RM1.1) Currency in circulation -Total ;7/13/2007;518546.25;7/13/2007;1150
RM1.3) Bankers' deposits with RBI ;7/13/2007;212020.96;7/13/2007;1153
RM1.2) `Other' deposits with RBI ;7/13/2007;5232.1773;7/13/2007;1152
RM2.1.1) RBI's Claims on - Government (net);7/13/2007;14119.37;7/13/2007;1156
RM1.1) Currency in circulation -Total ;9/4/2009;710955.13;9/4/2009;1150
RM1.3) Bankers' deposits with RBI ;9/4/2009;222726.62;9/4/2009;1153
RM1.2) `Other' deposits with RBI ;9/4/2009;4034.5216;9/4/2009;1152
RM2.1.1) RBI's Claims on - Government (net);9/4/2009;4755.31;9/4/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/4/2009;4547.73;9/4/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/4/2009;9266.18;9/4/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/4/2009;0;9/4/2009;1159
RM2.2) Net foreign exchange assets of RBI ;9/4/2009;1328480.422;9/4/2009;1163
RM2.3) Govt't currency liabilities to the public ;9/4/2009;10504.44;9/4/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;9/4/2009;415290.09;9/4/2009;1165
