rm_item_desc;date;amount_rs_crore;prompts_time_1;sequence
RM2.4) Net non-monetary liabilities of RBI ;3/16/2012;571598.71;3/16/2012;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/16/2012;3966.95;3/16/2012;1162
RM1) Reserve Money (Liabilities/Components) ;3/16/2012;1390739.562;3/16/2012;1154
RM1.1) Currency in circulation -Total ;5/11/2012;1126826.263;5/11/2012;1150
RM1.3) Bankers' deposits with RBI ;5/11/2012;339772.6;5/11/2012;1153
RM1.2) `Other' deposits with RBI ;5/11/2012;1579.7;5/11/2012;1152
RM2.1.1) RBI's Claims on - Government (net);5/11/2012;569466.2929;5/11/2012;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/11/2012;569470.9329;5/11/2012;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/11/2012;11986.71;5/11/2012;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/11/2012;7981.98;5/11/2012;1159
RM2.2) Net foreign exchange assets of RBI ;5/11/2012;1526548.84;5/11/2012;1163
RM2.3) Govt't currency liabilities to the public ;5/11/2012;13569.5131;5/11/2012;1164
RM2.4) Net non-monetary liabilities of RBI ;5/11/2012;653392.79;5/11/2012;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/11/2012;4004.73;5/11/2012;1162
RM1) Reserve Money (Liabilities/Components) ;5/11/2012;1468178.563;5/11/2012;1154
RM1.1) Currency in circulation -Total ;9/25/2009;721925.74;9/25/2009;1150
RM1.3) Bankers' deposits with RBI ;9/25/2009;239290.49;9/25/2009;1153
RM1.2) `Other' deposits with RBI ;9/25/2009;4037.6916;9/25/2009;1152
RM2.1.1) RBI's Claims on - Government (net);9/25/2009;35481.93;9/25/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/25/2009;35295.82;9/25/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/25/2009;10807.27;9/25/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/25/2009;0;9/25/2009;1159
RM2.2) Net foreign exchange assets of RBI ;9/25/2009;1313480.412;9/25/2009;1163
RM2.3) Govt't currency liabilities to the public ;9/25/2009;10609.96;9/25/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;9/25/2009;405125.65;9/25/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/25/2009;10807.27;9/25/2009;1162
RM1) Reserve Money (Liabilities/Components) ;9/25/2009;965253.9216;9/25/2009;1154
RM1.1) Currency in circulation -Total ;11/20/2009;751559.39;11/20/2009;1150
RM1.3) Bankers' deposits with RBI ;11/20/2009;246852.932;11/20/2009;1153
RM1.2) `Other' deposits with RBI ;11/20/2009;4783.9599;11/20/2009;1152
RM2.1.1) RBI's Claims on - Government (net);11/20/2009;72328.474;11/20/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/20/2009;71300.574;11/20/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/20/2009;5396.31;11/20/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/20/2009;0;11/20/2009;1159
RM2.2) Net foreign exchange assets of RBI ;11/20/2009;1303153.566;11/20/2009;1163
RM2.3) Govt't currency liabilities to the public ;11/20/2009;10827.88;11/20/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;11/20/2009;388509.956;11/20/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/20/2009;5396.31;11/20/2009;1162
RM1) Reserve Money (Liabilities/Components) ;11/20/2009;1003196.282;11/20/2009;1154
RM1.1) Currency in circulation -Total ;11/12/2010;909073.69;11/12/2010;1150
RM1.3) Bankers' deposits with RBI ;11/12/2010;351478.04;11/12/2010;1153
RM1.2) `Other' deposits with RBI ;11/12/2010;3784.0241;11/12/2010;1152
RM2.1.1) RBI's Claims on - Government (net);11/12/2010;291559.77;11/12/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/12/2010;289660.61;11/12/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/12/2010;7379.99;11/12/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/12/2010;5807.61;11/12/2010;1159
RM2.2) Net foreign exchange assets of RBI ;11/12/2010;1300632.864;11/12/2010;1163
RM2.3) Govt't currency liabilities to the public ;11/12/2010;12152.27;11/12/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;11/12/2010;347389.12;11/12/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/12/2010;1572.38;11/12/2010;1162
RM1) Reserve Money (Liabilities/Components) ;11/12/2010;1264335.754;11/12/2010;1154
RM1.1) Currency in circulation -Total ;12/31/2010;906972.47;12/31/2010;1150
RM1.3) Bankers' deposits with RBI ;12/31/2010;331260.4;12/31/2010;1153
RM1.2) `Other' deposits with RBI ;12/31/2010;3570.9642;12/31/2010;1152
RM2.1.1) RBI's Claims on - Government (net);12/31/2010;263952.48;12/31/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;12/31/2010;263993.84;12/31/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/31/2010;6703.139;12/31/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/31/2010;5077.51;12/31/2010;1159
RM2.2) Net foreign exchange assets of RBI ;12/31/2010;1301870.164;12/31/2010;1163
RM2.3) Govt't currency liabilities to the public ;12/31/2010;12373.42;12/31/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;12/31/2010;343095.38;12/31/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/31/2010;1625.629;12/31/2010;1162
RM1) Reserve Money (Liabilities/Components) ;12/31/2010;1241803.834;12/31/2010;1154
RM2.1.1) RBI's Claims on - Government (net);4/30/2010;229449.145;4/30/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;4/30/2010;228836.685;4/30/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/30/2010;1328.01;4/30/2010;1158
RM1.1) Currency in circulation -Total ;8/7/2009;713217.81;8/7/2009;1150
RM1.3) Bankers' deposits with RBI ;8/7/2009;226989.39;8/7/2009;1153
RM1.2) `Other' deposits with RBI ;8/7/2009;3936.7416;8/7/2009;1152
RM2.1.1) RBI's Claims on - Government (net);8/7/2009;43066.22;8/7/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/7/2009;43107.52;8/7/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/7/2009;11264.85;8/7/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/7/2009;566;8/7/2009;1159
RM2.2) Net foreign exchange assets of RBI ;8/7/2009;1293157.722;8/7/2009;1163
RM2.3) Govt't currency liabilities to the public ;8/7/2009;10416.48;8/7/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;8/7/2009;413761.32;8/7/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/7/2009;10698.85;8/7/2009;1162
RM1) Reserve Money (Liabilities/Components) ;8/7/2009;944143.9416;8/7/2009;1154
RM1.1) Currency in circulation -Total ;8/14/2009;714418.36;8/14/2009;1150
RM1.3) Bankers' deposits with RBI ;8/14/2009;213247.3;8/14/2009;1153
RM1.2) `Other' deposits with RBI ;8/14/2009;4763.4916;8/14/2009;1152
RM2.1.1) RBI's Claims on - Government (net);8/14/2009;6409.85;8/14/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/14/2009;6439.52;8/14/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/14/2009;10358.85;8/14/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/14/2009;0;8/14/2009;1159
RM2.2) Net foreign exchange assets of RBI ;8/14/2009;1302826.442;8/14/2009;1163
RM2.3) Govt't currency liabilities to the public ;8/14/2009;10416.48;8/14/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;8/14/2009;397582.45;8/14/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/14/2009;10358.85;8/14/2009;1162
RM1) Reserve Money (Liabilities/Components) ;8/14/2009;932429.1516;8/14/2009;1154
RM1.2) `Other' deposits with RBI ;6/22/2007;7031.8794;6/22/2007;1152
RM2.1.1) RBI's Claims on - Government (net);6/22/2007;-19730.71;6/22/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;6/22/2007;-19689.54;6/22/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/22/2007;2722.55;6/22/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/22/2007;1336.63;6/22/2007;1159
RM2.2) Net foreign exchange assets of RBI ;6/22/2007;863408.4594;6/22/2007;1163
RM2.3) Govt't currency liabilities to the public ;6/22/2007;8426.76;6/22/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;6/22/2007;134234.88;6/22/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/22/2007;1385.92;6/22/2007;1162
RM1) Reserve Money (Liabilities/Components) ;6/22/2007;720592.1694;6/22/2007;1154
RM1.1) Currency in circulation -Total ;6/29/2007;515773.54;6/29/2007;1150
RM1.3) Bankers' deposits with RBI ;6/29/2007;211369.72;6/29/2007;1153
RM1.2) `Other' deposits with RBI ;6/29/2007;4730.6773;6/29/2007;1152
RM2.1.1) RBI's Claims on - Government (net);6/29/2007;25000.7;6/29/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;6/29/2007;25041.86;6/29/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/29/2007;2658.81;6/29/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/29/2007;1275.53;6/29/2007;1159
RM2.2) Net foreign exchange assets of RBI ;6/29/2007;868043.9173;6/29/2007;1163
RM2.3) Govt't currency liabilities to the public ;6/29/2007;8426.76;6/29/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;6/29/2007;172256.28;6/29/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/29/2007;1383.28;6/29/2007;1162
RM1) Reserve Money (Liabilities/Components) ;6/29/2007;731873.9373;6/29/2007;1154
RM1.1) Currency in circulation -Total ;7/6/2007;517618.34;7/6/2007;1150
RM1.3) Bankers' deposits with RBI ;7/6/2007;211266.38;7/6/2007;1153
RM1.2) `Other' deposits with RBI ;7/6/2007;11005.6373;7/6/2007;1152
RM2.1.1) RBI's Claims on - Government (net);7/6/2007;28166.77;7/6/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/6/2007;27846.51;7/6/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/6/2007;1394.18;7/6/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/6/2007;10.9;7/6/2007;1159
RM2.2) Net foreign exchange assets of RBI ;7/6/2007;867526.9773;7/6/2007;1163
RM2.3) Govt't currency liabilities to the public ;7/6/2007;8426.76;7/6/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;7/6/2007;165624.33;7/6/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/6/2007;1383.28;7/6/2007;1162
RM1) Reserve Money (Liabilities/Components) ;7/6/2007;739890.3573;7/6/2007;1154
RM1.1) Currency in circulation -Total ;11/16/2007;551407.64;11/16/2007;1150
RM1.3) Bankers' deposits with RBI ;11/16/2007;268392.86;11/16/2007;1153
RM1.2) `Other' deposits with RBI ;11/16/2007;4830.3501;11/16/2007;1152
RM2.1.1.1) RBI's Claims on - Central Govt;6/20/2008;-113206.25;6/20/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/20/2008;3019.84;6/20/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/20/2008;1612.14;6/20/2008;1159
RM2.3) Govt't currency liabilities to the public ;6/25/2010;11624.66;6/25/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;6/25/2010;333719.09;6/25/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/25/2010;1478.11;6/25/2010;1162
RM1) Reserve Money (Liabilities/Components) ;6/25/2010;1187851.754;6/25/2010;1154
RM1.1) Currency in circulation -Total ;8/21/2009;710690.17;8/21/2009;1150
RM1.3) Bankers' deposits with RBI ;8/21/2009;240877.16;8/21/2009;1153
RM1.2) `Other' deposits with RBI ;8/21/2009;3849.6716;8/21/2009;1152
RM2.1.1) RBI's Claims on - Government (net);8/21/2009;30374.64;8/21/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/21/2009;30249.87;8/21/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/21/2009;9883.85;8/21/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/21/2009;0;8/21/2009;1159
RM2.2) Net foreign exchange assets of RBI ;8/21/2009;1319584.392;8/21/2009;1163
RM2.3) Govt't currency liabilities to the public ;8/21/2009;10416.48;8/21/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;8/21/2009;414842.37;8/21/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/21/2009;9883.85;8/21/2009;1162
RM1) Reserve Money (Liabilities/Components) ;8/21/2009;955417.0016;8/21/2009;1154
RM1.1) Currency in circulation -Total ;2/26/2010;786207.82;2/26/2010;1150
RM1.2) `Other' deposits with RBI ;2/26/2010;3664.4309;2/26/2010;1152
RM2.1.1) RBI's Claims on - Government (net);2/26/2010;151875.86;2/26/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;2/26/2010;152788.2;2/26/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;2/26/2010;4953.01;2/26/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);2/26/2010;240;2/26/2010;1159
RM2.2) Net foreign exchange assets of RBI ;2/26/2010;1258180.661;2/26/2010;1163
RM2.3) Govt't currency liabilities to the public ;2/26/2010;11167.56;2/26/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;2/26/2010;339726.5;2/26/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/26/2010;4713.01;2/26/2010;1162
RM1) Reserve Money (Liabilities/Components) ;2/26/2010;1086450.571;2/26/2010;1154
RM1.3) Bankers' deposits with RBI ;2/26/2010;296578.32;2/26/2010;1153
RM1.1) Currency in circulation -Total ;4/30/2010;831603.29;4/30/2010;1150
RM1.3) Bankers' deposits with RBI ;4/30/2010;330382.06;4/30/2010;1153
RM1.2) `Other' deposits with RBI ;4/30/2010;3964.2709;4/30/2010;1152
RM2.1.1) RBI's Claims on - Government (net);11/16/2007;-109364.38;11/16/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/16/2007;-109348.4;11/16/2007;1157
RM1.2) `Other' deposits with RBI ;3/14/2008;4818.1382;3/14/2008;1152
RM2.1.1) RBI's Claims on - Government (net);3/14/2008;-161453.53;3/14/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;3/14/2008;-161412.21;3/14/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/14/2008;1885.28;3/14/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/14/2008;502;3/14/2008;1159
RM2.2) Net foreign exchange assets of RBI ;3/14/2008;1237462.208;3/14/2008;1163
RM2.3) Govt't currency liabilities to the public ;3/14/2008;9136.91;3/14/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;3/14/2008;223076.14;3/14/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/14/2008;1383.28;3/14/2008;1162
RM1) Reserve Money (Liabilities/Components) ;3/14/2008;863954.7282;3/14/2008;1154
RM1.1) Currency in circulation -Total ;3/21/2008;593602.05;3/21/2008;1150
RM1.3) Bankers' deposits with RBI ;3/21/2008;295729.88;3/21/2008;1153
RM1.2) `Other' deposits with RBI ;3/21/2008;4878.7082;3/21/2008;1152
RM2.1.1) RBI's Claims on - Government (net);3/21/2008;-139019.58;3/21/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;3/21/2008;-138345.99;3/21/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/21/2008;8573.88;3/21/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/21/2008;6269.09;3/21/2008;1159
RM2.2) Net foreign exchange assets of RBI ;3/21/2008;1229993.908;3/21/2008;1163
RM2.3) Govt't currency liabilities to the public ;3/21/2008;9136.91;3/21/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;3/21/2008;214474.48;3/21/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/21/2008;2304.79;3/21/2008;1162
RM1) Reserve Money (Liabilities/Components) ;3/21/2008;894210.6382;3/21/2008;1154
RM2.1.1) RBI's Claims on - Government (net);11/14/2008;-50874.18;11/14/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/14/2008;-52142.08;11/14/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/14/2008;23181;11/14/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/14/2008;21258.48;11/14/2008;1159
RM2.2) Net foreign exchange assets of RBI ;11/14/2008;1216038.698;11/14/2008;1163
RM2.3) Govt't currency liabilities to the public ;11/14/2008;9730.95;11/14/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;11/14/2008;311185.65;11/14/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/14/2008;1922.52;11/14/2008;1162
RM1) Reserve Money (Liabilities/Components) ;11/14/2008;886890.8177;11/14/2008;1154
RM1.1) Currency in circulation -Total ;12/26/2008;651086.05;12/26/2008;1150
RM1.3) Bankers' deposits with RBI ;12/26/2008;232508.82;12/26/2008;1153
RM1.2) `Other' deposits with RBI ;12/26/2008;4848.0585;12/26/2008;1152
RM1.1) Currency in circulation -Total ;3/28/2008;591278.69;3/28/2008;1150
RM1.2) `Other' deposits with RBI ;3/28/2008;5246.4982;3/28/2008;1152
RM1.3) Bankers' deposits with RBI ;3/28/2008;272525.8;3/28/2008;1153
RM1) Reserve Money (Liabilities/Components) ;3/28/2008;869050.9882;3/28/2008;1154
RM2.1.1) RBI's Claims on - Government (net);3/28/2008;-168235.28;3/28/2008;1156
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/28/2008;1878.74;3/28/2008;1162
RM2.2) Net foreign exchange assets of RBI ;3/28/2008;1237717.348;3/28/2008;1163
RM2.3) Govt't currency liabilities to the public ;3/28/2008;9223.87;3/28/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;3/28/2008;215533.7;3/28/2008;1165
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/28/2008;5878.74;3/28/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/28/2008;4000;3/28/2008;1159
RM1.1) Currency in circulation -Total ;5/16/2008;625863.51;5/16/2008;1150
RM1.3) Bankers' deposits with RBI ;5/16/2008;321957.71;5/16/2008;1153
RM1.2) `Other' deposits with RBI ;5/16/2008;6535.2518;5/16/2008;1152
RM2.1.1) RBI's Claims on - Government (net);5/16/2008;-100147.34;5/16/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/16/2008;-100623.84;5/16/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/16/2008;2572.28;5/16/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/16/2008;1189;5/16/2008;1159
RM2.2) Net foreign exchange assets of RBI ;5/16/2008;1334884.642;5/16/2008;1163
RM2.3) Govt't currency liabilities to the public ;5/16/2008;9319.33;5/16/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;5/16/2008;292272.44;5/16/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/16/2008;1383.28;5/16/2008;1162
RM1) Reserve Money (Liabilities/Components) ;5/16/2008;954356.4718;5/16/2008;1154
RM1.1) Currency in circulation -Total ;5/23/2008;625079.13;5/23/2008;1150
RM1.3) Bankers' deposits with RBI ;5/23/2008;280639.03;5/23/2008;1153
RM1.2) `Other' deposits with RBI ;5/23/2008;6184.4674;5/23/2008;1152
RM2.1.1) RBI's Claims on - Government (net);5/23/2008;-144323.19;5/23/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/23/2008;-144584.61;5/23/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/23/2008;1549.28;5/23/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/23/2008;166;5/23/2008;1159
RM2.2) Net foreign exchange assets of RBI ;5/23/2008;1349892.497;5/23/2008;1163
RM2.3) Govt't currency liabilities to the public ;5/23/2008;9385.17;5/23/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;5/23/2008;304601.16;5/23/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/23/2008;1383.28;5/23/2008;1162
RM1) Reserve Money (Liabilities/Components) ;5/23/2008;911902.6274;5/23/2008;1154
RM1.1) Currency in circulation -Total ;5/30/2008;622038.1;5/30/2008;1150
RM1.3) Bankers' deposits with RBI ;5/30/2008;327880.7;5/30/2008;1153
RM1.2) `Other' deposits with RBI ;5/30/2008;6685.0974;5/30/2008;1152
RM2.1.1) RBI's Claims on - Government (net);5/30/2008;-100575.23;5/30/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/30/2008;-100533.9;5/30/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/30/2008;4118.99;5/30/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/30/2008;2683.63;5/30/2008;1159
RM2.2) Net foreign exchange assets of RBI ;5/30/2008;1337633.667;5/30/2008;1163
RM2.3) Govt't currency liabilities to the public ;5/30/2008;9385.17;5/30/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;5/30/2008;293958.71;5/30/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/30/2008;1435.36;5/30/2008;1162
RM2.4) Net non-monetary liabilities of RBI ;9/18/2009;414440.55;9/18/2009;1165
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/18/2010;3347.79;6/18/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/18/2010;1869.68;6/18/2010;1159
RM2.2) Net foreign exchange assets of RBI ;6/18/2010;1246564.844;6/18/2010;1163
RM2.3) Govt't currency liabilities to the public ;6/18/2010;11624.66;6/18/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;6/18/2010;318133.9;6/18/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/18/2010;1478.11;6/18/2010;1162
RM1) Reserve Money (Liabilities/Components) ;6/18/2010;1170785.324;6/18/2010;1154
RM1.1) Currency in circulation -Total ;10/16/2009;744627.86;10/16/2009;1150
RM1.3) Bankers' deposits with RBI ;10/16/2009;260301.46;10/16/2009;1153
RM1.2) `Other' deposits with RBI ;10/16/2009;5938.9916;10/16/2009;1152
RM2.1.1) RBI's Claims on - Government (net);10/16/2009;84733.08;10/16/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;10/16/2009;85884.15;10/16/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/16/2009;6657.21;10/16/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/16/2009;20;10/16/2009;1159
RM2.2) Net foreign exchange assets of RBI ;10/16/2009;1290255.042;10/16/2009;1163
RM2.3) Govt't currency liabilities to the public ;10/16/2009;10609.96;10/16/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;10/16/2009;381386.97;10/16/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/16/2009;6637.21;10/16/2009;1162
RM1) Reserve Money (Liabilities/Components) ;10/16/2009;1010868.312;10/16/2009;1154
RM1.1) Currency in circulation -Total ;12/25/2009;765505.56;12/25/2009;1150
RM1.3) Bankers' deposits with RBI ;12/25/2009;262019.23;12/25/2009;1153
RM1.2) `Other' deposits with RBI ;12/25/2009;3555.0009;12/25/2009;1152
RM2.1.1) RBI's Claims on - Government (net);12/25/2009;101284.2;12/25/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;12/25/2009;101240.88;12/25/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/25/2009;4921.56;12/25/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/25/2009;0;12/25/2009;1159
RM2.2) Net foreign exchange assets of RBI ;12/25/2009;1295424.411;12/25/2009;1163
RM2.3) Govt't currency liabilities to the public ;12/25/2009;10918.8;12/25/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;12/25/2009;381469.2;12/25/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/25/2009;4921.56;12/25/2009;1162
RM1) Reserve Money (Liabilities/Components) ;12/25/2009;1031079.791;12/25/2009;1154
RM1.1) Currency in circulation -Total ;1/1/2010;761215.63;1/1/2010;1150
RM1.3) Bankers' deposits with RBI ;1/1/2010;216080.42;1/1/2010;1153
RM1.2) `Other' deposits with RBI ;1/1/2010;3712.7309;1/1/2010;1152
RM2.1.1) RBI's Claims on - Government (net);1/1/2010;45554.29;1/1/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;1/1/2010;45595.61;1/1/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/1/2010;6524.56;1/1/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/1/2010;190;1/1/2010;1159
RM2.2) Net foreign exchange assets of RBI ;1/1/2010;1293060.731;1/1/2010;1163
RM2.3) Govt't currency liabilities to the public ;1/1/2010;10918.8;1/1/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;1/1/2010;375049.59;1/1/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/1/2010;6334.56;1/1/2010;1162
RM1) Reserve Money (Liabilities/Components) ;1/1/2010;981008.7809;1/1/2010;1154
RM1.1) Currency in circulation -Total ;1/8/2010;770420;1/8/2010;1150
RM1.3) Bankers' deposits with RBI ;1/8/2010;237383.49;1/8/2010;1153
RM1.2) `Other' deposits with RBI ;1/8/2010;3848.4109;1/8/2010;1152
RM2.1.1) RBI's Claims on - Government (net);1/8/2010;75792.35;1/8/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;1/8/2010;75830.48;1/8/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/8/2010;6365.56;1/8/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/8/2010;390;1/8/2010;1159
RM2.2) Net foreign exchange assets of RBI ;1/8/2010;1274589.981;1/8/2010;1163
RM2.3) Govt't currency liabilities to the public ;1/8/2010;10918.8;1/8/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;1/8/2010;356014.8;1/8/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/8/2010;5975.56;1/8/2010;1162
RM1) Reserve Money (Liabilities/Components) ;1/8/2010;1011651.901;1/8/2010;1154
RM1.1) Currency in circulation -Total ;7/30/2010;847977.42;7/30/2010;1150
RM1.3) Bankers' deposits with RBI ;7/30/2010;318372.94;7/30/2010;1153
RM1.2) `Other' deposits with RBI ;7/30/2010;4440.5841;7/30/2010;1152
RM2.1.1) RBI's Claims on - Government (net);7/30/2010;222634.68;7/30/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/30/2010;222676.03;7/30/2010;1157
